Cluster ID	Type	Name	P value	Enrichment	Total	In cluster	Cluster size	Ben. Ho. FDR
-853	GOBP name	ribonucleoprotein complex assembly	7.1641E-05	2.1151	19	16	342	0.0035737
-853	GOBP name	regulation of gene expression	7.5722E-05	1.2964	186	96	342	0.0036024
-853	GOBP name	negative regulation of cellular metabolic process	7.566E-05	1.4584	93	54	342	0.0036331
-853	GOBP name	cellular protein metabolic process	7.5646E-05	1.3261	161	85	342	0.0036667
-853	GOBP name	regulation of biosynthetic process	7.8547E-05	1.3055	177	92	342	0.0037025
-853	GOMF name	purine ribonucleotide binding	0.00011884	1.3629	129	70	342	0.0043154
-853	GOBP name	regulation of nitrogen compound metabolic process	9.8727E-05	1.2894	187	96	342	0.0044496
-853	GOMF name	purine nucleotide binding	0.00011884	1.3629	129	70	342	0.0044546
-853	GOCC name	chromosome	0.00045044	1.9829	19	15	342	0.0045999
-853	GOMF name	ribonucleotide binding	0.00011884	1.3629	129	70	342	0.0046031
-853	GOBP name	DNA repair	0.00010521	2.0333	21	17	342	0.0046599
-853	GOBP name	rRNA processing	0.00011187	2.3185	13	12	342	0.0048709
-853	GOBP name	RNA export from nucleus	0.00011187	2.3185	13	12	342	0.0049125
-853	KEGG name	Ribosome biogenesis in eukaryotes	9.236E-05	2.5117	10	10	342	0.0050567
-853	GOBP name	negative regulation of transcription, DNA-dependent	0.0001276	1.6403	49	32	342	0.0054633
-853	GOBP name	mitotic cell cycle	0.00014423	1.8053	32	23	342	0.006025
-853	GOMF name	purine ribonucleoside triphosphate binding	0.00017268	1.354	128	69	342	0.0060803
-853	GOCC name	catalytic step 2 spliceosome	0.00061867	2.2834	11	10	342	0.0062236
-853	GOBP name	nuclear export	0.00015516	2.0931	18	15	342	0.0063776
-853	GOBP name	regulation of transcription, DNA-dependent	0.00017268	1.354	128	69	342	0.0069859
-853	GOMF name	magnesium ion binding	0.00023575	2.5117	9	9	342	0.007827
-853	KEGG name	mRNA surveillance pathway	0.00023575	2.5117	9	9	342	0.008605
-853	GOCC name	intracellular membrane-bounded organelle	0.0009409	1.1126	456	202	342	0.0090595
-853	GOBP name	DNA recombination	0.00026424	2.3024	12	11	342	0.010057
-853	GOBP name	regulation of nucleobase-containing compound metabolic process	0.00032995	1.27	178	90	342	0.012196
-853	GOBP name	macromolecule modification	0.00032802	1.3721	108	59	342	0.012213
-853	GOBP name	cellular response to stress	0.00033946	1.4013	95	53	342	0.012458
-853	GOCC name	intracellular organelle part	0.0014209	1.0908	525	228	342	0.01277
-853	GOMF name	structure-specific DNA binding	0.00045044	1.9829	19	15	342	0.014146
-853	GOBP name	chromatin modification	0.0004002	1.8355	26	19	342	0.014181
-853	GOBP name	cellular response to heat	0.00045044	1.9829	19	15	342	0.015852
-853	GOBP name	DNA replication	0.00047761	2.1529	14	12	342	0.01636
-853	GOBP name	chromatin remodeling	0.00047761	2.1529	14	12	342	0.01647
-853	GOBP name	small molecule metabolic process	0.00051989	1.2631	173	87	342	0.01769
-853	GOBP name	negative regulation of transcription from RNA polymerase II promoter	0.0005547	1.6991	34	23	342	0.01875
-853	GOCC name	transcription factor complex	0.0022587	2.0931	12	10	342	0.01903
-853	GOBP name	RNA secondary structure unwinding	0.00060068	2.5117	8	8	342	0.020172
-853	GOBP name	mRNA export from nucleus	0.00061867	2.2834	11	10	342	0.020376
-853	GOBP name	DNA conformation change	0.00061867	2.2834	11	10	342	0.020508
-853	GOCC name	organelle part	0.0027085	1.0812	532	229	342	0.021994
-853	GOCC name	chromosomal part	0.0027705	1.5788	35	22	342	0.02223
-853	GOBP name	regulation of translation	0.0007528	1.8084	25	18	342	0.023729
-853	GOCC name	preribosome	0.0038783	2.5117	6	6	342	0.028413
-853	GOBP name	posttranscriptional regulation of gene expression	0.00096858	1.6745	33	22	342	0.0298
-853	GOMF name	catalytic activity	0.0013243	1.1542	309	142	342	0.030777
-853	GOMF name	transcription regulatory region DNA binding	0.001261	1.8267	22	16	342	0.031176
-853	GOMF name	regulatory region nucleic acid binding	0.001261	1.8267	22	16	342	0.031854
-853	GOMF name	regulatory region DNA binding	0.001261	1.8267	22	16	342	0.032562
-853	GOMF name	transcription regulatory region sequence-specific DNA binding	0.0014339	2.2605	10	9	342	0.032671
-853	GOCC name	nuclear membrane	0.0046863	1.6423	26	17	342	0.033248
-853	GOMF name	ATPase activity, coupled	0.0014961	1.7389	26	18	342	0.033433
-853	GOMF name	translation factor activity, nucleic acid binding	0.0015277	2.5117	7	7	342	0.033494
-853	GOBP name	regulation of macromolecule metabolic process	0.0011401	1.1855	250	118	342	0.033666
-853	GOBP name	cell cycle process	0.0011554	1.4584	62	36	342	0.033923
-853	GOBP name	negative regulation of metabolic process	0.0013516	1.3283	104	55	342	0.038797
-853	GOMF name	sequence-specific DNA binding	0.001815	1.9207	17	13	342	0.039055
